id,Name,Batch,Sector,Region,Company_Desc,Founding_Date,Founders,Incubator,Location,Source_Url,Company_Url
33,Origami Agents,F24,"SAAS, B2B, SALES, SALES-ENABLEMENT, AI",SAN FRANCISCO,"Every Origami Agent works like a dedicated human sales rep, analyzing websites, press releases, and product pages to bring you the top 1% of your customers every day.

Use millions of Origami Agents to make sense of the other 99% of data that's not in structured databases.
 
Previously, Finn built custom outbound solutions for over 20 startups, while Kenson was the CTO at an enterprise sales startup. We found ourselves building this tool for our customers over and over again, and that it worked 10x better than all other outbound strategies.
 
There’s enough information on the internet to know exactly who your perfect customers are, and most sales teams still haven’t realized this yet.",2024,"Finn Mallery, Founder Studied engineering at Stanford and did GTM from launch at Fizz (now Series B), built custom automated outbound sales solutions for 20+ startups.| Kenson Chung, Founder Former CTO of an enterprise sales platform. Engineered research workflows used by sales teams at companies with $1B+ in revenue. CS dropout from UCL.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/origami-agents,https://www.origami-agents.com/
34,Fresco,F24,"CONSTRUCTION, COMPLIANCE, NOTE-TAKING, AI-ASSISTANT",SAN FRANCISCO,"Fresco helps construction superintendents take 1000s of pages of notes, 10x faster. We automate the process of completing progress notes and punch lists, reducing time requirements from hours to minutes. Superintendents simply record videos of their site walk, and Fresco pulls out the relevant information and formats it into rich reports. We also offer one-click integrations with leading project management software like Procore and ACC, for maximum usability.",2024,"Arvind Veluvali, Founder/CEO I'm a former NASA scientist who most recently spent 2 years running the sales and operations functions at a $45MM raised AI company. I’ve also spent time in VC and product. I’m a Brown grad who dropped out of Wharton to build Fresco, the scribe for construction superintendents.| Akhil Gupta, Founder I've been working with LLMs since 2018 and in renewables construction since 2022. Worked on AI @ Johns Hopkins, MIT, and TikTok. Currently building Fresco, the scribe for construction superintendents.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/fresco,https://fresco-ai.com/
35,PermitPortal,F24,"REAL-ESTATE, CONSTRUCTION, AI",SAN FRANCISCO,"We are building workflows to help developers go from finding and closing development sites to getting a building permit faster. PermitPortal accelerates the most critical parts of the pre-construction phase: finding the right sites, understanding entitlements and navigating local development sentiment.",2024,"Radu Mazilu, Founder Co-founder of PermitPortal | Previously developed 700MW of clean energy projects in Europe | Founding Engineer of Fleek (W22) | UCL'19| Alexandru Enache, Founder Co-founder of PermitPortal | Previously developed 700MW of clean energy projects in Europe | Founding Engineer of Fleek (W22) | King's College London'19",Y Combinator,San Francisco,https://www.ycombinator.com/companies/permitportal,https://permitportalapp.com/
36,Gecko Security,F24,"ARTIFICIAL-INTELLIGENCE, SAAS, B2B, SECURITY, CYBERSECURITY",SAN FRANCISCO,"We built Gecko for teams that want to build secure code quickly without wasting time on security tools that don’t deliver results, or relying on one-time human pentests that quickly become outdated. Gecko uses AI to understand how your application should work, simulates relevant attacks to find critical vulnerabilities, and then verifies these vulnerabilities by exploiting them. It also helps you understand the risk of these vulnerabilities and applies a working fix to keep your code secure.",2024,"Jeevan Jutla, Founder Jeevan, Co-Founder and CEO of Gecko Security, has previously worked as a security researcher for UK Intelligence (GCHQ and MI5), where he built automated security tools to protect national infrastructure. He’s ranked in the top 500 globally for competitive hacking and has co-developed machine learning tools for vulnerability research, 3 years ahead of public research.| Artemiy Malyshau, Founder Artemiy holds an MSc from Imperial College London, where he was a scholar. He has contributed to research in multi-agent systems and reinforcement learning. As the first employee and only non-PhD member at his previous company, he developed threat intelligence software for Interpol and national governments.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/gecko-security,https://gecko.security/
37,Recase,F24,"FINTECH, WORKFLOW-AUTOMATION, COMPLIANCE, OPERATIONS",,"Recase automates fintech onboarding and underwriting tasks, turning cases that would otherwise need manual review into instant approvals. Our platform connects to any KYC/KYB data sources, enabling teams to build risk scoring and AI workflows that achieve full automation.",2024,"Ayush Rodrigues, Founder Previously a PM at a London-based payment company called Checkout.com. Trying to make risk processes a bit more fun.| John Yeo, Founder I've been building software for 6 years now, and before Recase, built a low-code platform to help devs speed up backend development. Studied computer engineering at Imperial College London.",Y Combinator,,https://www.ycombinator.com/companies/recase,https://recaseai.com/
38,Curo,F24,"TRANSPORTATION, ENERGY, AUTOMOTIVE",SAN FRANCISCO,"Curo enables electric vehicle fleets to lease EV chargers. We do this by providing a standardized process so that any EV charger owner can host a fleet, such as an office building overnight when their employees go home.

Owners of EV chargers get <15% usage after paying hundreds of thousands of dollars to install, and fleets are rapidly trying to electrify yet charging is a huge bottleneck. Curo increases revenue 5x for charger owners and enables fleets to electrify instantly, at a fraction of the cost. 

We're live across 5 states, having grown 50% MoM for the past 6 months. Curo is already backed by investors like Blue Bear, Not Boring, Slow and Eniac.",2023,"Kieran White, CEO & Co-Founder Kieran is the CEO and Co-Founder of Curo. He has deep expertise in eMobility after spending 2 years launching Tesla's Model 3 footprint in Europe, supporting one of the largest electric fleets in building their distributed operations. At Lasso Loop, Kieran led the business through Series A, alongside building the logistics and rollout process for their fleets material collection.| Andrew Porter, CTO & Co-Founder Andrew is the Co-founder and CTO of Curo. A self-taught developer with bachelor’s degrees in Mathematics and Economics from Occidental College, he has built marketplace platforms and integrated AI solutions from the ground up. Previously, he developed blockchain-based platforms focused on environmental solutions and worked on blockchain projects at DraftKings.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/curo,https://www.curocharging.com/
39,Dexter,F24,"SAAS, B2B, WORKFLOW-AUTOMATION, AUTOMATION, OPERATIONS",,"Dexter is the AI workflow automation tool for field operations. With Dexter, customers reduce traffic fines, automate van management, and run asset recovery. We're the only tool that can hand-off tasks between the back office, in-field workers, and AI agents.",2024,"Bella Wu, Founder Bella led the HubSpot automation product team from 2015-2019, where she launched many workflow automation products in Marketing, Sales and Service Hubs. She was the Head of Product and Growth at Dance, where she scaled the member base to 10k+ and built the tools for ops. She graduated from UChicago with a BA in Economics.| Vincent Garrigues, Founder Vincent has 12+ years of experience leading engineering teams. He joined SoundCloud as the 2nd iOS engineer and worked his way to director of engineering, overseeing the media streaming, player, and core listener teams (iOS, Android, Web, Backend, C++). As principal engineer at Dance, he worked on everything, from customer facing apps to internal web and mobile apps for the operations team.| Caterina Kiehntopf, Founder Caterina has 10+ years of experience working in business development and operations. She was the second EMEA employee at Uber JUMP, where she launched Berlin operations and defined how markets in Europe operated. Most recently she was the Head of Operations at Dance, an ebike subscription provider, where she built the operations org from the ground up, scaling the company to +10k monthly subscribers with operations in 5 markets.",Y Combinator,"Berlin, Germany",https://www.ycombinator.com/companies/dexter,https://www.getdexter.co/
40,Moonshine,F24,"MACHINE-LEARNING, VIDEO, MEDIA",SAN FRANCISCO,,2024,"Ganesh Pimpale, Co-Founder Making video tech better| Harsha Gundala, Founder Working on making video easier to use. Love technology and creative tooling!",Y Combinator,San Francisco,https://www.ycombinator.com/companies/moonshine,https://usemoonshine.com/
41,Abundant,F24,"AIOPS, DEVELOPER-TOOLS, RECRUITING, COLLABORATION, AI",SAN FRANCISCO,"Abundant powers reliable and safe AI deployment with real-time human expertise. Our network of specialized operators works alongside AI agents to:

(1) Handle complex edge cases with precision.
(2) Maintain rigorous safety standards.
(3) Generate high-quality training data that continuously improves AI performance.

Companies can meet stringent quality requirements at a fraction of the cost of in-house teams, while accelerating their AI initiatives.",2024,"Jesse Hu, Founder Working towards an abundant future. ex-Waymo ML engineer.| Meji Abidoye, Founder A human workforce for your AI agents| Ke Huang, Founder make shit happen!",Y Combinator,San Francisco,https://www.ycombinator.com/companies/abundant,https://www.abundant.ai/
42,AutoComputer,F24,"DEEP-LEARNING, B2B, ENTERPRISE, AUTOMATION, AI",SAN FRANCISCO,"AutoComputer is a desktop robotic process automation system.  Given just a text prompt, our AI automates tedious tasks such as financial data entry by performing all the clicks and keystrokes for you.",2024,"Madhav Singhal, Founder I am building AutoComputer, the easiest way to automate workflows on your computer without any configuration.   Before this, I worked at Replit and was the first engineer on its AI team where I led research and training for all of Replit’s SOTA code models, and worked on data infrastructure, Replit’s core AI services and Replit Agent.| Rick Sugden, Founder Co-founder and COO at AutoComputer.  Was previously doing my PhD in Medical Biophysics at the University of Toronto where I built the first at-home brain tumour monitoring system with a BCI device.  I have spent the last five years implementing and training deep learning networks for biomedical applications including papers published that use ML/DL for diagnostics.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/autocomputer,https://www.autocomputer.ai/
